,title,price,rating,num_ratings,url
246,Your data parsed according to your requirements,100.0,5.0,31,https://www.upwork.com/services/product/your-data-parsed-according-to-your-requirements-1342113824948301824
247,"Excel data entry, Excel data cleanup, Excel data cleaning Services",10.0,5.0,153,https://www.upwork.com/services/product/excel-data-entry-excel-data-cleanup-excel-data-cleaning-services-1349752480873136128
248,A python script that will parse your data into a new prefered format,100.0,4.9,36,https://www.upwork.com/services/product/a-python-script-that-will-parse-your-data-into-a-new-prefered-format-1376476447815634944
249,"Excel data analysis, reports and dashboards through VBA Macro",50.0,4.8,33,https://www.upwork.com/services/product/data-analysis-and-reports-excel-dashboards-through-vba-macro-1394702297285603328
250,"A python based scraper to crawl website and dump data into csv,sql,xls etc.",100.0,4.8,45,https://www.upwork.com/services/product/a-python-based-scraper-to-crawl-website-and-dump-data-into-csv-sql-xls-etc-1397456353901973504
251,Market Research Report and Market Analysis with Visuals & Recommendations,150.0,4.9,219,https://www.upwork.com/services/product/marketing-market-research-report-and-market-analysis-with-visuals-recommendations-1350129092972097536
252,"Web scraping, data extraction & data mining",50.0,4.9,12,https://www.upwork.com/services/product/web-scraping-data-scraping-data-extraction-data-mining-superfast-1539918529876901888
253,An equation fitted to your data or to theoretical variables without data,60.0,5.0,10,https://www.upwork.com/services/product/an-equation-fitted-to-your-data-e-g-rank-vs-sales-probability-of-x-etc-1349771495462096896
254,A powerful data analysis tool that allows anyone to easily filter raw data.,150.0,4.7,38,https://www.upwork.com/services/product/a-powerful-data-analysis-tool-that-allows-anyone-to-easily-filter-databases-1461192975516807168
255,"A Web scraping, crawling,data extraction work with clean data",100.0,4.9,25,https://www.upwork.com/services/product/a-web-scraping-crawling-data-extraction-work-with-clean-data-1424426004792451072
256,"Dedicated virtual assistant for data entry, web research, admin support",50.0,4.6,129,https://www.upwork.com/services/product/admin-customer-support-dedicated-virtual-assistant-for-data-entry-web-research-admin-support-1356931833504018432
257,Web Scraping | Data Extraction | Data Mining | Automation,50.0,5.0,14,https://www.upwork.com/services/product/data-scraping-data-mining-web-automation-python-scripts-1445779264127471616
258,"Data Entry, MS Excel, Web Research Work Done within 24 hrs",10.0,4.9,145,https://www.upwork.com/services/product/admin-customer-support-data-entry-ms-excel-web-research-work-done-within-24-hrs-1350024885744128000
259,"Data scrapping , web scrapping and data extraction for your business",50.0,5.0,20,https://www.upwork.com/services/product/data-scrapping-web-scrapping-and-data-extraction-for-your-business-1317300491614720000
260,"An analysis/map/visualization of US Census data (by state, zip code, etc)",300.0,5.0,421,https://www.upwork.com/services/product/an-analysis-map-visualization-of-us-census-data-by-state-zip-code-etc-1532430250351558656
261,Magento 1 to Magento 2 Data migration,150.0,4.5,78,https://www.upwork.com/services/product/magento-1-to-magento-2-data-migration-1439448978032345088
262,"A data analysis services using SPSS, STATA, Eviews",50.0,4.6,26,https://www.upwork.com/services/product/a-data-analysis-services-using-spss-stata-eviews-1413898141479088128
263,A parser that automatically extracts data out of of structured PDFs to csv,250.0,5.0,130,https://www.upwork.com/services/product/a-parser-that-automatically-extracts-data-out-of-of-structured-pdfs-to-csv-1334507458544300032
264,A web scraping Service with Python,50.0,4.9,154,https://www.upwork.com/services/product/a-web-scraping-service-with-python-scrapy-beautifulsoup-and-selenium-1470609597818462208
265,Automated OR Data Extracted from a Website of your choice,100.0,4.5,86,https://www.upwork.com/services/product/automated-or-data-extracted-from-a-website-of-your-choice-1463491463788433408
266,Data analysis & Visualizations in Google sheets,125.0,4.9,60,https://www.upwork.com/services/product/data-analysis-visualizations-in-google-sheets-1540736054145822720
267,"Data entry, data processing, data analysis and virtual admin services",35.0,5.0,29,https://www.upwork.com/services/product/data-entry-data-processing-data-analysis-and-virtual-admin-services-1528719230985195520
268,"An empirical analysis of your data using STATA, EVIEWS, SPSS, and AMOS",150.0,4.9,67,https://www.upwork.com/services/product/development-it-an-empirical-analysis-of-your-data-using-stata-eviews-spss-and-amos-1310681838331584512
269,A comprehensive insight into your data and visualization dashboard,100.0,4.9,16,https://www.upwork.com/services/product/a-comprehensive-insight-into-your-data-1354356337899118592
270,Data Extracted From ANY Kind Of Website,50.0,5.0,23,https://www.upwork.com/services/product/data-extracted-from-any-kind-of-website-s-1447158332403433472
271,A map(s) from data which was thoroughly examined.,50.0,4.9,111,https://www.upwork.com/services/product/a-map-s-from-data-which-was-thoroughly-examined-1314638373978292224
272,Web scraping and data mining of a website,50.0,5.0,27,https://www.upwork.com/services/product/web-scraping-and-data-mining-of-a-website-1560693905440735232
273,"AI, Data Science, Machine Learning and Deep learning solutions in python",100.0,4.3,22,https://www.upwork.com/services/product/ai-data-science-machine-learning-and-deep-learning-solutions-in-python-1487370416780533760
274,Data scraper / web crawler,90.0,4.9,24,https://www.upwork.com/services/product/development-it-data-scraper-web-crawler-1574120558715789312
275,Tableau data visualisation and analysis,120.0,4.8,75,https://www.upwork.com/services/product/tableau-data-visualisation-and-analysis-1325731989818150912
276,A high accuracy Machine Learning/ Deep Learning Model for your Data/Project,70.0,4.7,18,https://www.upwork.com/services/product/development-it-a-high-accuracy-machine-learning-deep-learning-model-for-your-data-project-1341929744884645888
277,"Process flow diagram, Work flow chart, Flow sheet, Data flow diagram, Visio",20.0,4.9,280,https://www.upwork.com/services/product/process-flow-diagram-work-flow-chart-data-flow-diagram-infographics-1480870432726990848
278,Virtual Assistant for Admin Support Data Entry Work,30.0,4.6,98,https://www.upwork.com/services/product/virtual-assistant-for-admin-support-data-entry-work-1545730052860055552
279,Professional Data Analytics and Visualizations made for you,75.0,5.0,24,https://www.upwork.com/services/product/professional-data-analytics-and-visualizations-made-for-you-1498155705646194688
280,Web Data To CSV/MYSQL/SQLITE/MONGODB,100.0,5.0,28,https://www.upwork.com/services/product/web-scraping-and-automation-services-1314574870885900288
281,Data Validation | Data Cleaning| Data Update | Data Processing Expert,50.0,4.3,12,https://www.upwork.com/services/product/data-processing-specialist-for-your-business-1493208249237454848
282,A Power BI Report or Dashboard Analysing your Data,100.0,4.9,20,https://www.upwork.com/services/product/a-power-bi-report-or-dashboard-analysing-your-data-1409123570542006272
283,Google Drive data migration to Microsoft SharePoint,100.0,5.0,61,https://www.upwork.com/services/product/development-it-google-drive-migration-to-microsoft-office-365-1540544895528185856
284,Bing Ads Conversion Tracking Setup,50.0,5.0,494,https://www.upwork.com/services/product/bing-ads-conversion-tracking-setup-1372180855852179456
285,"Fast data entry, web research, typing, web scraping or data mining",20.0,4.7,173,https://www.upwork.com/services/product/admin-customer-support-fast-data-entry-web-research-typing-web-scraping-or-data-mining-1597840505040154624
286,"Quality & Verified Leads for your business, B2B Leads, Research & Prospects",25.0,5.0,247,https://www.upwork.com/services/product/marketing-quality-verified-leads-for-your-business-b2b-leads-research-prospects-1401040275306704896
287,Your Amazon/Shopify/E-commerce data into a google data studio dashboard,60.0,5.0,7,https://www.upwork.com/services/product/your-e-commerce-data-into-a-google-data-studio-dashboard-1540650582240800768
288,"Full data: Web Scraping, Web Automation.",75.0,5.0,27,https://www.upwork.com/services/product/development-it-full-data-web-scraping-web-automation-1595919413076090880
289,"Data Cleansing, Analysis, Visualization and Reports",50.0,5.0,17,https://www.upwork.com/services/product/data-cleansing-analysis-visualization-and-reports-1521573479077543936
290,A fantastic custom built & interactive Google Data Studio dashboard,100.0,4.6,25,https://www.upwork.com/services/product/a-fantastic-custom-built-interactive-google-data-studio-dashboard-1371022370451197952
291,Data from websites(scraped with python/selenium/bs4/scrapy,50.0,5.0,27,https://www.upwork.com/services/product/data-from-websites-scraped-with-python-selenium-bs4-scrapy-1541457090464043008
292,"Interactive Data Analytics Report with Python , R and SPSS",100.0,4.9,28,https://www.upwork.com/services/product/interactive-data-analytics-report-1351437974764191744
293,An Amazing Power BI Report,150.0,4.9,189,https://www.upwork.com/services/product/an-amazing-power-bi-report-with-2-pages-1349812427046739968
294,Data extracted from your PDF and formatted to your specifications,35.0,4.7,68,https://www.upwork.com/services/product/data-extracted-from-your-pdf-and-formatted-to-your-specifications-1462295099312111616
295,A Candle Data Downloader for Exchange of your choice,250.0,4.8,90,https://www.upwork.com/services/product/a-candle-data-downloader-for-binance-spot-and-usdt-future-1375598801577144320
296,Clean data using Advanced Web scraping in Python,100.0,4.7,24,https://www.upwork.com/services/product/clean-data-using-advanced-web-scraping-in-python-1400154840482344960
297,"A fully automated web scraping, data extraction or data mining solution",50.0,4.1,21,https://www.upwork.com/services/product/a-fully-automated-web-scraping-data-extraction-or-data-mining-solution-1367366102405599232
298,"A Car Park lighting design, calculation data and rendering visualisation.",75.0,5.0,101,https://www.upwork.com/services/product/a-car-park-lighting-design-calculation-data-and-rendering-visualisation-1310857132887728128
299,Accurate Business Card Data Entry on Excel | Google Sheet,15.0,4.7,106,https://www.upwork.com/services/product/accurate-business-card-data-entry-on-excel-google-sheet-1556350918344671232
300,Interactive google data studio reports and dashboard,60.0,5.0,21,https://www.upwork.com/services/product/interactive-google-data-studio-reports-and-dashboard-1496395807688683520
301,"B2B Lead Generation, Contact List Building, Targeted Lead List, Data Mining",30.0,5.0,161,https://www.upwork.com/services/product/marketing-b2b-lead-generation-contact-list-building-targeted-lead-list-data-mining-1323244969141350400
302,Web scraping Data Mining Data Scraping Data Extraction with Cleaning & DB,75.0,5.0,10,https://www.upwork.com/services/product/web-scraping-data-mining-data-scraping-data-extraction-with-cleaning-db-1544037706355683328
303,Data wrangling and EDA in python,100.0,5.0,7,https://www.upwork.com/services/product/data-wrangling-and-eda-in-python-1517130056908988416
304,Job application and interview task consultancy for Data Analyst,80.0,5.0,6,https://www.upwork.com/services/product/job-application-and-interview-task-consultancy-for-data-analyst-1447648841515675648
305,"Web Scrapping, Data Mining, Data Extraction, Web Scraping, Web Automation.",300.0,4.7,229,https://www.upwork.com/services/product/web-scraping-data-extraction-data-scraping-and-web-automation-services-1364129986091274240
306,A single interactive data visualization using Plotly,100.0,5.0,17,https://www.upwork.com/services/product/an-interactive-data-visualization-using-plotly-1392969005794131968
307,"Web searching , web research, online research, data searching accurately",40.0,4.5,87,https://www.upwork.com/services/product/web-searching-web-research-online-research-data-searching-accurately-1481027093447106560
308,Workflow of Octoparse for scraping data,50.0,4.9,17,https://www.upwork.com/services/product/workflow-of-octoparse-for-scraping-data-1544729777641431040
309,A better dashboards with Google Data Studio,75.0,5.0,12,https://www.upwork.com/services/product/a-better-dashboards-with-google-data-studio-1349758567650705408
310,Web scraping|Datamining|Webcrawling tools and data.,50.0,4.2,21,https://www.upwork.com/services/product/web-scraping-datamining-webcrawling-tools-and-data-1526519257693683712
311,The extracted data in desired format.,30.0,4.4,67,https://www.upwork.com/services/product/the-extracted-data-in-desired-format-1314476364996272128
312,Complete analysis report and visuals of the raw business data,100.0,5.0,30,https://www.upwork.com/services/product/complete-analysis-report-and-visuals-of-the-raw-business-data-1324030968881897472
313,Content writer to write a blog | SEO Article Writer (delivery in 24 hours),20.0,4.8,808,https://www.upwork.com/services/product/writing-translation-content-writer-to-write-a-blog-seo-article-writer-delivery-in-24-hours-1352827508144320512
314,A high quality PySpark ETL data pipelines and framework.,100.0,4.2,12,https://www.upwork.com/services/product/a-fantastic-etl-framework-1373633453029044224
315,High-quality Excel charts (15$ for 5 charts) to present your data,60.0,4.9,22,https://www.upwork.com/services/product/development-it-high-quality-excel-charts-15-for-5-charts-to-present-your-data-1374726226517561344
316,"Data Analysis, Dashboard, Graphical Visualization in Excel and Google Sheet",60.0,4.9,12,https://www.upwork.com/services/product/development-it-data-analysis-dashboard-graphical-visualization-in-excel-and-google-sheet-1596080766276603904
317,A dynamic reporting Dashboard | Google Data Studio,40.0,4.8,74,https://www.upwork.com/services/product/a-dynamic-reporting-dashboard-google-data-studio-1418481135713837056
318,Data Analysis Results Using Weka,50.0,4.8,21,https://www.upwork.com/services/product/data-analysis-results-using-weka-1396354896314273792
319,"Detailed results of data analysis (SPSS, AMOS, PLS)",100.0,4.5,11,https://www.upwork.com/services/product/detailed-results-of-data-analysis-spss-amos-pls-1386506744062881792
320,"Web Scraping, Data Scraping, Data Mining and Data Extraction Services",50.0,5.0,33,https://www.upwork.com/services/product/web-scraping-data-scraping-data-mining-and-data-extraction-services-1404490708296343552
321,Data scraped from sports website,30.0,4.9,42,https://www.upwork.com/services/product/data-scraped-from-sports-website-1493635389784092672
322,Data Scraping | Web Scraping | Web Automation & Web Crawling Services,150.0,4.8,73,https://www.upwork.com/services/product/python-web-scraping-web-automation-web-crawling-services-1377578018823135232
323,Expert Virtual Assistant for all data entry and Office/Clerical jobs!,24.0,4.5,115,https://www.upwork.com/services/product/admin-customer-support-expert-virtual-assistant-for-all-data-entry-and-office-clerical-jobs-1369012937933242368
324,"Web Searching, Web Research, Online Research, Data Searching Accurately",40.0,4.9,50,https://www.upwork.com/services/product/web-searching-web-research-online-research-data-searching-accurately-1480674482394722304
325,A dynamic Excel Dashboard with fantastic data visualization,150.0,4.8,69,https://www.upwork.com/services/product/a-dynamic-excel-dashboard-with-fantastic-data-visualization-1321366574874542080
326,Power BI Dashboards | Data Visualizations & Reports,100.0,4.9,20,https://www.upwork.com/services/product/power-bi-dashboards-data-visualizations-reports-1493594504585310208
327,Data driven insightful Tableau dashboard,120.0,4.9,67,https://www.upwork.com/services/product/data-driven-insightful-tableau-dashboard-1391076482705612800
328,"Google Data Studio Dashboard, Data Analysis, Data Cleaning Services",200.0,5.0,113,https://www.upwork.com/services/product/development-it-google-data-studio-dashboard-data-analysis-data-cleaning-services-1574798708847783936
329,An interactive data analytics report including automatic data process,100.0,4.5,13,https://www.upwork.com/services/product/an-interactive-data-analytics-report-including-automatic-data-process-1316829481320394752
330,A Tableau dashboard based on your data in Excel or Google Sheets,150.0,5.0,85,https://www.upwork.com/services/product/a-tableau-dashboard-based-on-your-data-in-excel-or-google-sheets-1318479695963009024
331,Powerful tableau dashboard and interactive data visualization report,50.0,5.0,23,https://www.upwork.com/services/product/powerful-tableau-dashboard-and-interactive-data-visualization-report-1483653600057462784
332,Virtual assistance or data entry or research services for 1 day,50.0,4.9,60,https://www.upwork.com/services/product/virtual-assistance-or-data-entry-or-research-services-for-1-day-1357706461872041984
333,A sentimental analysis of twitter data (for given hashtags),250.0,4.9,237,https://www.upwork.com/services/product/development-it-a-sentimental-analysis-of-twitter-data-for-given-hashtags-1578834340353921024
334,5 hours of data entry consultation,20.0,4.9,157,https://www.upwork.com/services/product/5-hours-of-data-entry-consultation-1423963975319470080
335,An enable data layer for shopify without app,50.0,4.7,139,https://www.upwork.com/services/product/marketing-a-enable-data-layer-for-shopify-without-app-1576944727715610624
336,An interactive data studio dashboard with potential analysis,65.0,5.0,17,https://www.upwork.com/services/product/an-interactive-data-studio-dashboard-with-potential-analysis-1554014599044403200
337,Perfect data entry services,11.0,4.9,36,https://www.upwork.com/services/product/professional-data-entry-services-1546749427462275072
338,200 USA local citations with data aggregators,100.0,4.8,206,https://www.upwork.com/services/product/200-usa-local-citations-with-data-aggregators-1314546623654735872
339,Urgent Data Entry service(Immediate Start),12.0,4.8,77,https://www.upwork.com/services/product/admin-customer-support-urgent-data-entry-service-immediate-start-1365066016517828608
340,"Web research, Data Entry, Data Mining, and Data Collection service",20.0,5.0,77,https://www.upwork.com/services/product/web-research-and-data-entry-for-your-business-1352529806974377984
341,API design workflows for application integration,150.0,4.6,585,https://www.upwork.com/services/product/development-it-api-design-workflows-for-application-integration-1539709806414295040
342,"Web Scraping, Data Extraction, Data Scraping and Web Automation service",80.0,4.6,13,https://www.upwork.com/services/product/web-scraping-data-extraction-data-scraping-and-web-automation-service-1554226199608213504
343,Scrapped data from website,150.0,5.0,43,https://www.upwork.com/services/product/scrapped-data-from-website-1460325456830816256
344,"Fantastic map for web, reports based on data",75.0,4.8,168,https://www.upwork.com/services/product/fantastic-map-for-web-reports-based-on-data-1351943337857679360
345,"Web Scraping, Web Crawling, Data Extraction & Data Mining Services",80.0,5.0,8,https://www.upwork.com/services/product/scraped-data-into-excel-csv-or-json-1393306518333452288
346,Data extracted into excel from any website,75.0,5.0,25,https://www.upwork.com/services/product/development-it-data-extracted-into-excel-from-any-website-1450092814506082304
347,"Python web scraping, data mining, data scraping, web scraper, crawling",30.0,4.9,43,https://www.upwork.com/services/product/python-web-scraping-data-mining-data-scraping-web-scraper-crawling-1435441047828234240
348,An infographic dashboard/report and analysis from your data,100.0,4.9,15,https://www.upwork.com/services/product/an-infographic-dashboard-report-and-analysis-from-your-data-1436621690942263296
349,An Amazon dashboard in Google Data Studio,50.0,4.9,14,https://www.upwork.com/services/product/an-amazon-dashboard-in-google-data-studio-1548260471881711616
350,A fantastic Power BI Dahsboards,150.0,4.9,1,https://www.upwork.com/services/product/a-fantastic-power-bi-dahsboards-1409840532049154048
351,Perfect Data Entry and Copy Paste,15.0,4.9,65,https://www.upwork.com/services/product/perfect-data-entry-and-copy-paste-1385814092375994368
352,Your scraper architecture and technology reviewed,90.0,5.0,133,https://www.upwork.com/services/product/development-it-your-scraper-architecture-and-technology-reviewed-1357264805394460672
353,A scraped data on a database/excel/csv... from any website.,50.0,4.9,28,https://www.upwork.com/services/product/a-scraped-data-on-a-database-excel-csv-from-any-website-1325187979521265664
354,Shopify data ingested into BigQuery / Snowflake / AWS / Azure,100.0,5.0,24,https://www.upwork.com/services/product/development-it-shopify-data-ingested-into-bigquery-snowflake-aws-azure-1597898716766154752
355,Advance Online Research and Data Entry Services,40.0,5.0,71,https://www.upwork.com/services/product/data-entry-web-research-convert-pdf-to-word-excel-manual-typing-services-1425312988475510784
356,Fast and accurate all types of data entry work,15.0,5.0,68,https://www.upwork.com/services/product/5-to-7-hours-of-accurate-data-entry-work-done-1326014789804855296
357,"Data analysis by using MS Excel, SmartPLS, IBM SPSS, IBM AMOS",60.0,5.0,14,https://www.upwork.com/services/product/data-analysis-ms-excel-smart-pls-ibm-spss-ibm-amos-jamovi-and-adanco-1325879088772726784
358,"B2B lead generation, Data Mining, Targeted Prospect List",20.0,4.8,221,https://www.upwork.com/services/product/marketing-b2b-lead-generation-data-mining-targeted-prospect-list-1356856563917844480
359,Scraped data from any website,50.0,5.0,17,https://www.upwork.com/services/product/scraped-data-from-any-website-1554506824837914624
360,"A Virtual Assistant for data entry, data scraping, copy paste and research.",15.0,5.0,2,https://www.upwork.com/services/product/an-efficient-virtual-assistant-for-data-entry-copy-paste-and-web-research-1390918358117642240
361,A data entry /data entry job/data entry beginner/ 10 key skills/Specialist,40.0,5.0,9,https://www.upwork.com/services/product/a-data-entry-expert-1325799177804394496
362,Fast Data Entry Services with 100% Accuracy,15.0,5.0,16,https://www.upwork.com/services/product/you-will-get-fast-data-entry-services-with-100-accuracy-1497832460748988416
363,"A clean, simple and insightful data visualization",50.0,5.0,17,https://www.upwork.com/services/product/a-clean-simple-and-insightful-data-visualization-1561008542611218432
364,"Accurate Data Entry, Web Research, Convert PDF to Word & Excel",12.0,5.0,112,https://www.upwork.com/services/product/admin-customer-support-accurate-data-entry-web-research-convert-pdf-to-word-excel-1559734322210775040
365,"Data Entry, data mining, data scraping, and data entry specialist",12.0,4.9,27,https://www.upwork.com/services/product/admin-customer-support-data-entry-data-mining-data-scraping-and-data-entry-specialist-1481969365071245312
366,Best data entry services,15.0,4.8,64,https://www.upwork.com/services/product/best-data-entry-services-1418270337162817536
367,A VBA Excel Macro for XML Data Manipulation,100.0,4.9,22,https://www.upwork.com/services/product/a-vba-excel-macro-for-xml-data-manipulation-1522436440812113920
368,Reliable Data Entry & Web Research Specialist for your Business.,50.0,5.0,103,https://www.upwork.com/services/product/reliable-data-entry-web-research-specialist-for-your-business-1338540499256242176
369,"Data research, extract & validation support for your project",15.0,5.0,167,https://www.upwork.com/services/product/admin-customer-support-data-research-extract-service-for-your-project-1339880662850453504
370,Visualizations that tell the story of your data.,50.0,5.0,19,https://www.upwork.com/services/product/data-scraped-cleaned-and-stored-from-the-website-of-your-choice-and-s-1314457749827870720
371,A web site data scraped,200.0,4.9,55,https://www.upwork.com/services/product/a-web-site-data-scraped-1416451401064427520
372,Data from any websites in excel/json format,30.0,4.9,49,https://www.upwork.com/services/product/data-from-any-websites-in-excel-json-format-1463076381150937088
373,Your data structured and organized,50.0,5.0,70,https://www.upwork.com/services/product/your-data-structured-and-organized-1307211425773228032
374,"Shopify Data Entry, Product Upload, Collection Creation & Maintenance",63.0,4.7,219,https://www.upwork.com/services/product/admin-customer-support-shopify-data-entry-product-upload-collection-creation-maintenance-1314650479167455232
375,"A web scraper, data mining, extraction and data collection",300.0,4.9,75,https://www.upwork.com/services/product/development-it-a-web-scraper-data-mining-extraction-and-data-collection-1407371512998825984
376,"A Custom CRM with admin dashboard, CRM data cleansing, data research",100.0,4.7,36,https://www.upwork.com/services/product/development-it-s-custom-crm-with-admin-dashboard-crm-data-cleansing-data-research-1580321315034415104
377,"Data Entry, Data Mining, Web Research & Data Collection",10.0,4.9,94,https://www.upwork.com/services/product/data-entry-data-mining-web-research-data-collection-1556467885919535104
378,Any type of data entry work,10.0,4.8,154,https://www.upwork.com/services/product/any-type-of-data-entry-work-1371489690298961920
379,Amazing dashboards using Tableau and google data studio,100.0,4.8,22,https://www.upwork.com/services/product/you-will-get-amazing-dashboards-using-tableau-and-google-data-studio-1314772484045017088
380,"An expert virtual assistant for web research, data entry & lead generation",20.0,4.9,165,https://www.upwork.com/services/product/an-expert-virtual-assistant-for-web-research-data-entry-lead-generation-1561733558518804480
381,Comprehensive and detailed Statistical Analysis using R - SPSS - Excel,100.0,4.9,139,https://www.upwork.com/services/product/development-it-comprehensive-and-detailed-statistical-analysis-using-r-spss-excel-1356324049490837504
382,Data Pipelines and ETLs,80.0,5.0,4,https://www.upwork.com/services/product/a-data-pipelines-and-etls-1346563815115931648
383,"Complete report of your data analysis in R, SPSS, SAS and STATA software.",80.0,4.6,26,https://www.upwork.com/services/product/development-it-professional-data-analysis-in-r-spss-sas-and-stata-software-1543626031499145216
384,Google Data Studio report,100.0,4.9,10,https://www.upwork.com/services/product/development-it-google-data-studio-report-1553305257866461184
385,Your data cleaned and/or reformated using R,75.0,5.0,4,https://www.upwork.com/services/product/your-data-cleaned-and-or-reformated-using-r-1430102581843972096
386,"Data analysis services with SQL, Python, PySpark",70.0,4.9,16,https://www.upwork.com/services/product/data-analysis-services-with-sql-python-pyspark-1418183493153484800
387,"Accurate data entry, copy-paste, manual typing, PDF convert",20.0,4.7,124,https://www.upwork.com/services/product/accurate-data-entry-copy-paste-manual-typing-pdf-convert-1410703958141251584
388,Fantastic Map of the area or Data representation,30.0,5.0,61,https://www.upwork.com/services/product/fantastic-map-of-the-area-or-data-representation-1310656068718161920
389,High-quality List building and Data entry service.,15.0,4.9,60,https://www.upwork.com/services/product/you-will-get-the-targeted-person-or-company-contact-information-1349757239030005760
390,"Data entry, Form filling, Internet Research, PDF conversion, etc. Services",14.0,5.0,89,https://www.upwork.com/services/product/data-entry-form-filling-internet-research-pdf-conversion-etc-services-1311061819175702528
391,Strong Data Visualization For your Business using Excel Dashboard.,50.0,4.9,14,https://www.upwork.com/services/product/strong-data-visualization-for-your-business-using-excel-dashboard-1502324297957740544
392,Data Science and ML solutions for your data-related problems,80.0,5.0,12,https://www.upwork.com/services/product/data-science-and-ml-solutions-for-your-data-related-problems-1553346211532353536
393,An ActiveCampaign HTML email templates and Automation for your business,70.0,4.8,734,https://www.upwork.com/services/product/marketing-an-activecampaign-html-email-templates-and-automation-for-your-business-1392082470757015552
394,Data from website with web scrapping,50.0,4.9,14,https://www.upwork.com/services/product/development-it-data-from-website-with-web-scrapping-1549379496779038720
395,Shopify data layer and shopify tracking set up,50.0,4.8,100,https://www.upwork.com/services/product/shopify-data-layer-enable-and-shopify-tracking-set-up-1439267962295177216
396,A machine learning and data science project in python,100.0,4.9,12,https://www.upwork.com/services/product/a-machine-learning-and-data-science-project-in-python-1385467757026185216
397,A Statistical Review of a Grant or Manuscript,80.0,5.0,1,https://www.upwork.com/services/product/a-statistical-review-of-a-grant-or-manuscript-1526738625960574976
398,"Web scraping, Data Mining, Data Scraping, Data Extraction with clean data",15.0,4.3,38,https://www.upwork.com/services/product/web-scraping-data-mining-data-scraping-data-extraction-with-clean-data-1501889165889798144
399,Data gathering to final delivery.,15.0,4.9,55,https://www.upwork.com/services/product/data-gathering-to-final-delivery-1401999269777498112
400,"B2B Lead Generation, Targeted Lead List, Data Mining, Contact List Building",20.0,4.9,143,https://www.upwork.com/services/product/marketing-b2b-lead-generation-targeted-lead-list-data-mining-contact-list-building-1489634415786786816
401,"Data entry, data collection, web research, typing, copy paste &data mining",20.0,5.0,95,https://www.upwork.com/services/product/admin-customer-support-data-entry-web-scraping-web-research-typing-copy-paste-data-mining-1576589165823918080
402,Best profitable Keyword Research & Competitor Analysis,50.0,5.0,505,https://www.upwork.com/services/product/best-profitable-professional-keyword-research-competitor-analysis-1435055019383595008
403,Instagram influencers list of any targeted Niche for influencer marketing,15.0,4.8,572,https://www.upwork.com/services/product/marketing-instagram-influencers-list-of-any-targeted-niche-for-influencer-marketing-1366121599430545408
404,Data mining and data scraping services,50.0,5.0,8,https://www.upwork.com/services/product/data-mining-and-data-scraping-services-1420064430528487424
405,An amazing dashboard and dynamic control,60.0,4.9,87,https://www.upwork.com/services/product/an-amazing-and-dashboard-1491672839185575936
406,Data mining/web scraping/data extraction/scrapper,25.0,4.9,133,https://www.upwork.com/services/product/i-will-do-data-entry-data-mining-web-scraping-and-data-extraction-1315069064152711168
407,GAN Desktop Application for Training and Generating Data Using Buttons,100.0,5.0,21,https://www.upwork.com/services/product/gan-desktop-application-for-training-and-generating-data-using-buttons-1475801942105260032
408,Web Scraping and Data Mining Service,150.0,5.0,16,https://www.upwork.com/services/product/web-scraping-and-data-mining-service-1345763557581320192
409,A visually appealing infographic to showcase your data,25.0,5.0,75,https://www.upwork.com/services/product/a-visually-appealing-infographic-to-showcase-your-data-1352714516522184704
410,"Data Analysis, Dashboard, Graphical Visualization in Excel and Google Sheet",50.0,4.8,11,https://www.upwork.com/services/product/data-analysis-dashboard-graphical-visualization-in-excel-and-google-sheet-1542378729586413568
411,The best Excel data model and dashboard for business analytics,150.0,5.0,48,https://www.upwork.com/services/product/the-best-excel-data-model-and-dashboard-for-business-analytics-1321324340972142592
412,"Machine Learning, Computer Vision, Data processing projects using Python",150.0,5.0,51,https://www.upwork.com/services/product/machine-learning-computer-vision-data-processing-projects-using-python-1406740885899669504
413,Help with data engineering in azure gcp and AWS etc,50.0,2.8,28,https://www.upwork.com/services/product/help-with-data-engineering-in-azure-gcp-and-aws-etc-1553821320687521792
414,"Web Scraping, Web Automation, Data Extraction & Data Mining GURU.",100.0,5.0,12,https://www.upwork.com/services/product/web-scraping-web-automation-data-extraction-data-mining-guru-1406163695325065216
415,"Web Scraping, Data Extraction, Data Scraping and Web Automation service",50.0,5.0,13,https://www.upwork.com/services/product/real-estate-web-scrapping-1381591424800428032
416,✅ a Dashboard for Google Analytics eCommerce data in Google Data Studio,100.0,4.9,14,https://www.upwork.com/services/product/the-google-analytics-enhanced-e-commerce-data-in-google-data-studio-1375091214237724672
417,"Web searching, web research, online research, data searching accurately",40.0,4.7,61,https://www.upwork.com/services/product/web-searching-web-research-online-research-data-searching-accurately-1528913271043543040
418,Lead Generation Web Research and Data Mining,20.0,4.8,149,https://www.upwork.com/services/product/lead-generation-web-research-and-data-mining-1335253903304593408
419,Accurate Data Entry or Research work,15.0,4.9,47,https://www.upwork.com/services/product/accurate-data-entry-or-research-work-1396389454370025472
420,A Votiko's Outstanding and accurate Data Mining Services,40.0,4.9,56,https://www.upwork.com/services/product/a-votiko-s-outstanding-and-accurate-data-mining-services-1513689362507759616
421,A Data breach policy and Anti Money Laundering Policy Drafted,250.0,3.9,8,https://www.upwork.com/services/product/a-data-breach-policy-and-anti-money-laundering-policy-drafted-1520408994570924032
